Internship Title,Company Name,Location,Start Date,Duration,Stipend,Apply By,Skills Required,Perks
Graphic Design,Penskull,Pune                                                    (Hybrid),Starts immediatelyImmediately,3 Months,"₹ 8,000 - 12,000 /month",3 May' 25,"Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Premiere Pro, Animation, Canva, Figma, UI & UX Design, Video Editing, Video Making, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, Job offer",N/A
Full Stack Development,Asynzx Computing,Work from home,Starts immediatelyImmediately,4 Months,"₹ 8,000 /month",2 May' 25,"Amazon Web Services (AWS), CSS, HTML, JavaScript, MySQL, Python, React, Certificate, Letter of recommendation, Flexible work hours, 5 days a week",N/A
Business Development (Sales),Edup Connect Private Limited,Work from home,Starts immediatelyImmediately,2 Months,"₹ 5,000 - 16,000 /month",2 May' 25,"English Proficiency (Spoken), English Proficiency (Written), Sales, Certificate, Letter of recommendation, Flexible work hours, 5 days a week",N/A
3D Design And Animation,Keshav Raj,Work from home,Starts immediatelyImmediately,3 Months,"₹ 4,000 - 6,000 /month",2 May' 25,"Adobe After Effects, Blender 3D, Unreal Engine, Certificate, Letter of recommendation, Flexible work hours",N/A
Community Management,The Monastery,Ahmedabad,Starts immediatelyImmediately,3 Months,"₹ 15,000 /month",2 May' 25,"Creativity, Management, Operations, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week",N/A
Digital Marketing,Brandup,Pune,Starts immediatelyImmediately,3 Months,"₹ 13,000 - 27,000 /month",2 May' 25,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Certificate, Letter of recommendation, Flexible work hours, Job offer",N/A
Video Editing/Making,The Preface,Mumbai,Starts immediatelyImmediately,3 Months,"₹ 11,999 - 12,000 /month",2 May' 25,"Adobe After Effects, Adobe Premiere Pro, Certificate",N/A
Social Media Marketing,Pravaayu Healthcare Private Limited,Mumbai,Starts immediatelyImmediately,6 Months,"₹ 5,000 - 10,000 /month",2 May' 25,"Instagram Marketing, Social Media Marketing, Certificate",N/A
Social Media Marketing,SNZ Designs,Mumbai,Starts immediatelyImmediately,3 Months,"₹ 8,000 /month",2 May' 25,"Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages",N/A
E-Commerce Sales,HatchnHack,Delhi,Starts immediatelyImmediately,6 Months,"₹ 10,000 - 30,000 /month",2 May' 25,"English Proficiency (Spoken), English Proficiency (Written), Sales, Certificate, Letter of recommendation, 5 days a week, Job offer",N/A
Social Media Marketing,Mantra Yoga And Meditation School,Work from home,Starts immediatelyImmediately,6 Months,"₹ 3,000 - 5,000 /month",5 May' 25,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Job offer",N/A
Video Editing/Making,Hopdays,Work from home,Starts immediatelyImmediately,6 Months,"₹ 2,100 - 2,200 /month",2 May' 25,"Adobe Illustrator, Adobe Premiere Pro, Video Editing, Video Making, Certificate, Letter of recommendation, Flexible work hours",N/A
Web Development,Foodcow,Chennai,Starts immediatelyImmediately,3 Months,"₹ 5,000 - 10,000 /month",2 May' 25,"HTML, JavaScript, React, Web development, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week, Free snacks & beverages, Job offer",N/A
CEO Assistant,Purple Cat Marketing,Work from home,Starts immediatelyImmediately,4 Months,"₹ 2,000 - 5,000 /month",2 May' 25,"Adobe Creative Suite, Adobe Photoshop, Business Analysis, Business Research, Canva, Client Relationship Management (CRM), Effective Communication, Instagram Marketing, LinkedIn Marketing, Marketing, Sales, User Interface (UI) Development, YouTube Ads, Letter of recommendation, Flexible work hours",N/A
AI Social Media Marketing,Purple Cat Marketing,Work from home,Starts immediatelyImmediately,4 Months,"₹ 2,000 - 5,000 /month",2 May' 25,"Adobe After Effects, Adobe Premiere Pro, Artificial intelligence, Canva, Content Marketing, Digital Marketing, Effective Communication, Marketing, Social Media Marketing, Video Editing, Video Making, Letter of recommendation, Flexible work hours",N/A
Recruitment Consultant,Talent Squeed,Work from home,Starts immediatelyImmediately,6 Months,"₹ 1,000 - 1,500 /month",2 May' 25,"English Proficiency (Spoken), Recruitment, Certificate, Letter of recommendation, Flexible work hours",N/A
Video & Content Creator,Purple Cat Marketing,Work from home,Starts immediatelyImmediately,4 Months,"₹ 2,000 - 5,000 /month",2 May' 25,"Adobe Premiere Pro, Artificial intelligence, Canva, Content Marketing, Digital Marketing, Effective Communication, Marketing, Social Media Marketing, Video Editing, YouTube Ads, Letter of recommendation, Flexible work hours",N/A
Social Media Marketing,Digi Services,Mumbai,Starts immediatelyImmediately,6 Months,"₹ 13,000 /month",2 May' 25,"Canva, Content Writing, Creative Writing, Digital Marketing, E-commerce, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Social Media Marketing, Certificate",N/A
CEO Assistant,Purple Cat Marketing,Work from home,Starts immediatelyImmediately,3 Months,"₹ 2,000 - 5,000 /month",2 May' 25,"Adobe Creative Suite, Business Research, Canva, Content Marketing, Digital Marketing, Effective Communication, Marketing, Sales, Social Media Marketing, Video Editing, Letter of recommendation, Flexible work hours",N/A
Social Media Marketing,Synvibes Analytics Private Limited,Mumbai,Starts immediatelyImmediately,3 Months,"₹ 8,500 - 15,000 /month",2 May' 25,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Ads, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, Job offer",N/A
Social Media Marketing,Fit Face,Mumbai,Starts immediatelyImmediately,3 Months,"₹ 5,000 /month",2 May' 25,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Optimization (SEO), Social Media Marketing, Certificate, Letter of recommendation, Informal dress code",N/A
Full Stack Development,Loan For India,Work from home,Starts immediatelyImmediately,3 Months,"₹ 5,000 - 7,000 /month",2 May' 25,"AngularJS, Bubble.io, CSS, HTML, JavaScript, Kotlin, MongoDB, MySQL, Node.js, PHP, Python, React, Swift, Certificate, Flexible work hours",N/A
Company Secretary (CS),PREKSH CORPSERVE LLP,Mumbai,Starts immediatelyImmediately,24 Months,"₹ 9,000 - 12,000 /month",2 May' 25,"MS-Office, Certificate, Letter of recommendation",N/A
Company Secretary (CS),"AAS & Associates, Company Secretaries",Mumbai,Starts immediatelyImmediately,24 Months,"₹ 9,000 - 12,000 /month",2 May' 25,"MS-Office, Certificate, Letter of recommendation",N/A
Graphic Design,RenB Digital,Work from home,Starts immediatelyImmediately,6 Months,"₹ 10,000 - 15,000 /month",2 May' 25,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, CorelDRAW, Figma, UI & UX Design",N/A
Human Resources (HR),Hashone Careers,Coimbatore,Starts immediatelyImmediately,3 Months,"₹ 3,000 /month",2 May' 25,"English Proficiency (Spoken), MS-Excel, MS-Word, Certificate, Letter of recommendation, Informal dress code, Free snacks & beverages",N/A
Telecalling,FuzzAds,Greater Noida,Starts immediatelyImmediately,3 Months,"₹ 5,000 /month",2 May' 25,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, Certificate, Letter of recommendation, 5 days a week",N/A
Talent Acquisition,Employee Forums,Navi Mumbai,Starts immediatelyImmediately,3 Months,"₹ 20,000 - 1,20,000 /month",2 May' 25,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Certificate, Letter of recommendation, Flexible work hours, Informal dress code, 5 days a week",N/A
React Native Developer,Suyash Kumar Dewangan,Work from home,Starts immediatelyImmediately,4 Months,"₹ 2,000 - 5,000 /month",2 May' 25,"Android, CSS, GraphQL, iOS, JavaScript, MEAN, MERN, React Native, REST API, TypeScript, UI & UX Design, Letter of recommendation, Flexible work hours",N/A
Educational Consultant,Mahita Enterprises,Delhi,Starts immediatelyImmediately,6 Months,"₹ 5,000 /month",2 May' 25,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Certificate, Flexible work hours, Informal dress code",N/A
Equity Analyst,Modani Financial Services,Jaipur,Starts immediatelyImmediately,4 Months,"₹ 2,000 /month",2 May' 25,"MS-Excel, MS-Office, Research and Analytics, Statistics, Certificate, Letter of recommendation, Flexible work hours",N/A
Recruitment Consultant,Wroots Global Private Limited,Bengaluru,Starts immediatelyImmediately,3 Months,"₹ 10,000 /month",2 May' 25,"Recruitment, Certificate, Letter of recommendation, Informal dress code, 5 days a week",N/A
Digital Marketing,Paperbyte Private Limited,Work from home,Starts immediatelyImmediately,6 Weeks,"₹ 750 - 2,000 /week",2 May' 25,"Market Analysis, Marketing, Market research, Sales Strategy, Certificate, Letter of recommendation, Flexible work hours, 5 days a week",N/A
Video Editing Instructor,Tutedude,Work from home,Starts immediatelyImmediately,1 Month,"₹ 25,000 /month",2 May' 25,"Content Editing, Effective Communication, Teaching, Video Editing, Certificate, Letter of recommendation, Flexible work hours, 5 days a week",N/A
Marketing,MarketBrew,Kolkata                                                    (Hybrid),Starts immediatelyImmediately,3 Months,"₹ 3,500 - 7,000 /month",2 May' 25,"Content Marketing, English Proficiency (Spoken), English Proficiency (Written), LinkedIn Marketing, Social Media Marketing, Videography, Certificate, Letter of recommendation, Flexible work hours, Informal dress code",N/A
Video Creator,Jack And Jill,Work from home,Starts immediatelyImmediately,6 Months,"₹ 5,000 - 10,000 /month",3 May' 25,"Animation, Audio Editing, Creative Writing, Digital Marketing, English Proficiency (Written), Graphic Design, Instagram Marketing, Script Writing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Video Editing, Certificate, Letter of recommendation, Flexible work hours, 5 days a week",N/A
Lead Generation,Kaizen Hansei LLP,"Mysuru, Pune, Mumbai, Bangalore                                                    (Hybrid)",Starts immediatelyImmediately,4 Months,"₹ 10,000 - 15,000 /month",4 May' 25,"Cold Calling, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Marketing Strategies, Certificate",N/A
Videography,Revive Physical Health And Wellness,Bengaluru,Starts immediatelyImmediately,6 Months,"₹ 10,000 /month",2 May' 25,"Photography, Video Editing, Videography, Video Making, Certificate, Letter of recommendation",N/A
Sales,Morph.in,Work from home,Starts immediatelyImmediately,1 Month,"₹ 2,000 - 10,000 /month",2 May' 25,"Business Development, Effective Communication, English Proficiency (Spoken), Interpersonal skills, Marketing, Market research, Sales, Self-learning, Certificate, Letter of recommendation, Flexible work hours",N/A
Video Editing/Making,Halfbrain Media Private Limited,Work from home,Starts immediatelyImmediately,3 Months,"₹ 6,000 - 10,000 /month",2 May' 25,"Adobe Premiere Pro, Final Cut Pro, Video Editing",N/A
Digital Marketing,Lok Nirnay,Lucknow,Starts immediatelyImmediately,3 Months,"₹ 2,000 - 3,500 /month",2 May' 25,"Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, YouTube Ads, Certificate, Flexible work hours",N/A
Graphic Design,DigitalPhora,Work from home,Starts immediatelyImmediately,2 Months,"₹ 5,500 - 7,000 /month",2 May' 25,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing, Certificate, Letter of recommendation, Flexible work hours",N/A
Inside Sales,ZNet Technologies Private Limited,Jaipur,Starts immediatelyImmediately,6 Months,"₹ 15,000 /month",2 May' 25,"Effective Communication, Lead Generation, Sales, Certificate, Flexible work hours, 5 days a week",N/A
Human Resources (HR),1to1help.net Private Limited,Bengaluru                                                    (Hybrid),Starts immediatelyImmediately,3 Months,"₹ 10,000 - 15,000 /month",2 May' 25,"MS-Excel, MS-PowerPoint, Certificate, Informal dress code, Free snacks & beverages",N/A
Business Development (Sales),Skywards Fortune,Work from home,Starts immediatelyImmediately,6 Months,"₹ 5,000 - 6,000 /month",2 May' 25,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Lead Generation, MS-Excel, Sales, Social Media Marketing, Certificate, Letter of recommendation",N/A
Photography,Spill Your Thoughts,Work from home,Starts immediatelyImmediately,6 Months,"₹ 5,000 - 10,000 /month",2 May' 25,"Photography, Certificate, Letter of recommendation, Flexible work hours, 5 days a week, Job offer",N/A
Business Development (Sales),Rhyno Wheels Private Limited,Work from home,Starts immediatelyImmediately,2 Months,"₹ 6,000 - 12,000 /month",2 May' 25,"Effective Communication, English Proficiency (Spoken), Certificate, Letter of recommendation, Flexible work hours",N/A
Creative Design,Implica Global Corporation,Work from home,Starts immediatelyImmediately,3 Months,"₹ 5,000 - 7,000 /month",2 May' 25,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Blender 3D, Motion Graphics, Certificate, Letter of recommendation, Flexible work hours, 5 days a week",N/A
Video Editing/Making,Upfoundr,Work from home,Starts immediatelyImmediately,5 Months,"₹ 4,500 /month",2 May' 25,"Adobe Premiere Pro, Canva, Malayalam Proficiency (Spoken), Video Editing, Video Making, Certificate, Letter of recommendation, Flexible work hours",N/A
Social Media Marketing,Implica Global Corporation,Work from home,Starts immediatelyImmediately,3 Months,"₹ 5,000 - 7,000 /month",2 May' 25,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Certificate, Letter of recommendation, Flexible work hours, 5 days a week",N/A
